timestamp,received_at,user_id,label,env.screenWidth,env.screenHeight,env.timezone,env.connection,env.platform,env.language,env.memory,env.browser,env.touchSupport,env.webdriver,env.battery,env.hardwareConcurrency,env.timezoneMismatch,env.canvasFingerprint,env.fontsHash,env.webglVendor,env.browserFamily,env.osFamily,env.deviceType,metrics.mouseMoves,metrics.scrollEvents,metrics.keyboardEvents,metrics.clicks,metrics.timeOnPage,metrics.idleTime,metrics.focusChanges,metrics.typingSpeedVariance,metrics.avgMouseSpeed,metrics.maxMouseSpeed,metrics.mouseJitter,metrics.directionChanges,metrics.straightness,metrics.pathVariance,metrics.avgKeyInterval,metrics.burstTypingRatio,metrics.pauseVariance,metrics.scrollVelocity,metrics.scrollAcceleration,metrics.scrollJitter,env.gpu
2026-01-09T15:15:18Z,2026-01-09 15:15:18.284,human-like_bot,bot,1366,768,Asia/Calcutta,4g,Win32,en-US,8 GB,Chrome/121,No,No,35%,12,No,0238adc9c92361bf5520d837c892755cce731cb3d8814fcd4965b05c70bf4c0d,"Arial,Verdana,Times New Roman",Google Inc. (Intel),Chrome,Windows,Desktop,219,6,18,2,47.19,4.05,4,0.46,146.913,294.162,0.874,17,0.549,209497.069,0.424,0.4,0.239,106.643,200.104,51.04,
2026-01-09T15:16:15Z,2026-01-09 15:16:15.560,human-like_bot,bot,1536,1080,Asia/Calcutta,4g,Win32,en-US,4 GB,Chrome/122,No,No,100%,12,No,25c9767da880bd86db18f2be52237279d06544483e58b9bddf3e431fb2e970f8,"Arial,Verdana",Google Inc. (Intel),Chrome,Windows,Desktop,273,2,20,1,49.93,3.91,2,0.344,131.096,226.978,0.722,40,0.493,143339.872,0.506,0.4,0.116,300.876,0.0,0.0,
2026-01-09T15:17:24Z,2026-01-09 15:17:24.034,human-like_bot,bot,1366,864,Asia/Calcutta,4g,Win32,en-US,8 GB,Chrome/123,No,No,unavailable,12,No,4eab0e4e7b13306c81199c1ef0e898466383a0600eb8e0e4bc8004fc209893e1,"Arial,Verdana",Google Inc. (Intel),Chrome,Windows,Desktop,296,5,19,2,61.09,5.01,0,0.4,134.501,354.081,0.974,23,0.442,223576.065,0.412,0.4,0.189,173.728,161.902,59.555,
2026-01-09T15:18:28Z,2026-01-09 15:18:28.689,human-like_bot,bot,1920,768,Asia/Calcutta,4g,Win32,en-US,8 GB,Chrome/121,No,No,35%,12,No,3e965c5315e6005f423884227a40dfbf1752268434a913574e8b08ab3de5e974,"Arial,Verdana",Google Inc. (Intel),Chrome,Windows,Desktop,334,5,15,2,57.34,5.35,2,0.419,113.667,407.097,0.953,36,0.462,236369.97,0.565,0.4,0.176,116.577,198.356,36.858,
2026-01-09T15:19:34Z,2026-01-09 15:19:35.005,human-like_bot,bot,1536,768,Asia/Calcutta,4g,Win32,en-US,4 GB,Chrome/122,No,No,82%,12,No,1a768d4c7b22acbe1d851371c4ba071d5cbf08bcc406d1c241012fa4d89afdb1,"Times New Roman, Courier New",Google Inc. (Intel),Chrome,Windows,Desktop,299,5,22,1,58.93,2.71,5,0.505,130.818,342.097,1.083,24,0.451,125214.403,0.457,0.4,0.303,187.343,165.069,23.199,
2026-01-09T15:20:45Z,2026-01-09 15:20:45.628,human-like_bot,bot,1920,1080,Asia/Calcutta,4g,Win32,en-US,4 GB,Chrome/123,No,No,82%,12,No,38f8b5b92596e728be9c38588bf750db58f76c1aebb790c9835e5b376b144f5e,"Times New Roman, Courier New",Google Inc. (Intel),Chrome,Windows,Desktop,341,2,25,1,63.19,5.16,5,0.482,108.587,432.994,0.806,47,0.473,165251.927,0.453,0.4,0.278,186.456,0.0,0.0,
2026-01-09T15:21:39Z,2026-01-09 15:21:39.100,human-like_bot,bot,1536,864,Asia/Calcutta,4g,Win32,en-US,8 GB,Chrome/122,No,No,35%,12,No,2f3cfa39a999eaa32045b0a180cd9f1be81a338e3b909065c52738dd7b7bb4e9,"Times New Roman, Courier New",Google Inc. (Intel),Chrome,Windows,Desktop,265,3,19,2,46.08,4.38,3,0.327,133.365,399.503,0.952,13,0.499,113996.193,0.386,0.4,0.115,247.752,164.122,17.0,
2026-01-09T15:22:27Z,2026-01-09 15:22:27.933,human-like_bot,bot,1366,864,Asia/Calcutta,4g,Win32,en-US,4 GB,Chrome/122,No,No,unavailable,12,No,103b2a038e84feed6e516a80212552e496acb114636745382dc7156e6c05770e,"Arial,Verdana",Google Inc. (Intel),Chrome,Windows,Desktop,212,2,19,2,41.37,5.39,5,0.32,153.533,680.157,1.135,9,0.543,345330.714,0.431,0.4,0.109,330.935,0.0,0.0,
2026-01-09T15:23:24Z,2026-01-09 15:23:24.069,human-like_bot,bot,1536,1080,Asia/Calcutta,4g,Win32,en-US,16 GB,Chrome/121,No,No,unavailable,12,No,e34952f6409691f2588d6bad67a730c0b75ce1e06c2712236358be6f0e7a7cd4,"Arial,Verdana,Times New Roman",Google Inc. (Intel),Chrome,Windows,Desktop,242,6,16,1,48.71,3.32,3,0.525,163.647,348.721,0.954,25,0.447,139568.942,0.543,0.4,0.299,172.945,165.562,22.112,
2026-01-09T15:24:20Z,2026-01-09 15:24:20.194,human-like_bot,bot,1920,768,Asia/Calcutta,4g,Win32,en-US,8 GB,Chrome/122,No,No,unavailable,12,No,a706d6e28346a594868e23cc4abe6196fde8263b188edba727eef0c70d504f04,"Times New Roman, Courier New",Google Inc. (Intel),Chrome,Windows,Desktop,227,6,14,1,48.8,4.65,3,0.265,148.049,570.644,1.247,16,0.525,154311.277,0.435,0.4,0.087,249.944,135.719,21.657,
2026-01-09T15:25:09Z,2026-01-09 15:25:09.107,human-like_bot,bot,1536,1080,Asia/Calcutta,4g,Win32,en-US,16 GB,Chrome/122,No,No,100%,12,No,fec994eb24d8a9103492eb3c28605bb0724536b6cab09195b83e35cc9e147b01,"Times New Roman, Courier New",Google Inc. (Intel),Chrome,Windows,Desktop,210,6,16,2,41.54,2.78,0,0.402,183.614,547.996,0.986,34,0.458,126727.645,0.448,0.4,0.178,139.704,168.339,80.383,
2026-01-09T15:26:08Z,2026-01-09 15:26:08.346,human-like_bot,bot,1366,1080,Asia/Calcutta,4g,Win32,en-US,4 GB,Chrome/123,No,No,82%,12,No,58150baf4ff5b2861290062c6b004069a8e8834067812fac5a9ea79998bbee31,"Arial,Verdana",Google Inc. (Intel),Chrome,Windows,Desktop,234,4,18,2,51.78,2.71,3,0.55,142.957,281.08,0.919,31,0.526,265998.096,0.501,0.5,0.359,169.594,159.424,27.39,
2026-01-09T15:27:05Z,2026-01-09 15:27:05.236,human-like_bot,bot,1920,768,Asia/Calcutta,4g,Win32,en-US,8 GB,Chrome/123,No,No,unavailable,12,No,f162ee40c764c6abfb085e94f3fdd89b88a1cf1646bb774d580eef63b48a3046,"Arial,Verdana,Times New Roman",Google Inc. (Intel),Chrome,Windows,Desktop,250,2,16,1,49.44,3.22,1,0.503,141.429,497.338,0.977,6,0.496,121629.04,0.435,0.4,0.322,218.138,0.0,0.0,
2026-01-09T15:28:13Z,2026-01-09 15:28:13.249,human-like_bot,bot,1920,864,Asia/Calcutta,4g,Win32,en-US,16 GB,Chrome/122,No,No,unavailable,12,No,d20ef0ebfc02a79dcc6c25139e310b819f8b6e910227c39feaa6c47950d582ae,"Times New Roman, Courier New",Google Inc. (Intel),Chrome,Windows,Desktop,308,6,15,1,60.53,4.45,1,0.4,101.638,287.655,0.749,18,0.565,152221.45,0.565,0.4,0.152,191.741,176.234,31.702,
2026-01-09T15:29:25Z,2026-01-09 15:29:25.245,human-like_bot,bot,1536,1080,Asia/Calcutta,4g,Win32,en-US,8 GB,Chrome/123,No,No,100%,12,No,889d50dd1d50272af323680bc069432e1833322c4657a93f04c209841c39a278,"Arial,Verdana,Times New Roman",Google Inc. (Intel),Chrome,Windows,Desktop,359,4,17,2,64.55,3.92,4,0.345,115.184,308.11,0.827,14,0.426,147378.649,0.39,0.471,0.124,155.48,220.341,54.316,
2026-01-09T15:30:22Z,2026-01-09 15:30:22.860,human-like_bot,bot,1920,864,Asia/Calcutta,4g,Win32,en-US,4 GB,Chrome/122,No,No,82%,12,No,68e7adee0a3058e525f9eb58a7fb46145e065b7cbc7692e6d450cb003f946582,"Times New Roman, Courier New",Google Inc. (Intel),Chrome,Windows,Desktop,296,6,14,2,50.21,4.79,0,0.339,105.343,184.704,0.628,12,0.563,201671.956,0.462,0.4,0.079,186.011,209.867,21.395,
2026-01-09T15:31:42Z,2026-01-09 15:31:42.303,human-like_bot,bot,1536,1080,Asia/Calcutta,4g,Win32,en-US,8 GB,Chrome/121,No,No,82%,12,No,639cd18239e202fe13a3a8f9c541482b07bdf383876dccc33e083dcb0a8b5704,"Arial,Verdana",Google Inc. (Intel),Chrome,Windows,Desktop,398,2,21,1,72.02,4.56,1,0.365,95.644,434.429,0.897,41,0.462,182056.411,0.415,0.4,0.14,251.184,0.0,0.0,
2026-01-09T15:32:56Z,2026-01-09 15:32:56.671,human-like_bot,bot,1536,768,Asia/Calcutta,4g,Win32,en-US,8 GB,Chrome/121,No,No,100%,12,No,16685dd511c70caf04304cd139988cd885061149f40d92a1046b020e4dd06706,"Times New Roman, Courier New",Google Inc. (Intel),Chrome,Windows,Desktop,377,6,22,2,67.0,4.08,2,0.582,103.406,290.474,0.849,27,0.452,211154.114,0.569,0.4,0.367,231.794,193.69,32.383,
2026-01-09T15:33:54Z,2026-01-09 15:33:54.180,human-like_bot,bot,1920,768,Asia/Calcutta,4g,Win32,en-US,8 GB,Chrome/121,No,No,35%,12,No,83dec7faa18013a085f1b5220102c5f16ac797003afb6e205158887a23aee266,"Arial,Verdana",Google Inc. (Intel),Chrome,Windows,Desktop,247,6,18,1,50.13,3.45,5,0.404,154.996,292.773,0.713,5,0.462,167099.035,0.433,0.4,0.178,173.729,172.401,79.824,
2026-01-10T08:38:51Z,2026-01-10 08:38:51.872,randomized_bot,bot,1920,1080,Asia/Calcutta,4g,Win32,en-US,8 GB,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",No,Yes,100%,8,No,randomized_fp,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,26,3,11,2,11.4,0.12,2,12.105,2564.685,3260.798,0.101,4,0.926,281.413,79.598,0.709,146.527,164.66,185.03,29.72,
2026-01-10T08:39:09Z,2026-01-10 08:39:09.078,randomized_bot,bot,1920,1080,Asia/Calcutta,4g,Win32,en-US,16 GB,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",No,Yes,85%,8,No,randomized_fp,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,22,6,12,3,11.14,0.18,0,10.0,2112.031,2665.515,0.081,1,0.88,396.634,75.353,0.62,41.718,117.43,83.67,5.449,
2026-01-10T08:39:43Z,2026-01-10 08:39:43.440,randomized_bot,bot,1920,1080,Asia/Calcutta,4g,Win32,en-US,8 GB,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",No,Yes,85%,8,No,randomized_fp,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,33,3,10,4,9.4,0.26,3,13.185,1987.592,2800.475,0.099,3,0.95,129.578,84.135,0.803,173.848,203.77,150.97,27.153,
2026-01-10T08:40:03Z,2026-01-10 08:40:03.983,randomized_bot,bot,1920,1080,Asia/Calcutta,4g,Win32,en-US,8 GB,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",No,Yes,100%,8,No,randomized_fp,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,14,1,7,0,17.07,0.27,0,13.006,1863.262,2595.833,0.114,4,0.937,183.388,79.873,0.561,169.16,34.27,220.56,19.064,
2026-01-10T08:40:24Z,2026-01-10 08:40:24.657,randomized_bot,bot,1920,1080,Asia/Calcutta,4g,Win32,en-US,12 GB,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",No,Yes,unavailable,8,No,randomized_fp,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,34,1,7,2,16.41,0.35,4,11.876,2011.804,2556.759,0.1,3,0.868,205.934,80.656,0.705,141.048,75.3,191.59,31.181,
2026-01-10T08:41:09Z,2026-01-10 08:41:09.298,randomized_bot,bot,1920,1080,Asia/Calcutta,4g,Win32,en-US,8 GB,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",No,Yes,unavailable,8,No,randomized_fp,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,25,5,8,0,16.29,0.22,1,12.257,2234.103,2723.426,0.084,1,0.914,229.175,78.749,0.776,150.236,79.47,233.18,20.214,
2026-01-10T08:55:42Z,2026-01-10 08:55:42.599,randomized_bot,bot,1920,1080,Asia/Calcutta,4g,Win32,en-US,12 GB,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",No,Yes,60%,8,No,randomized_fp,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,28,1,7,4,10.67,0.21,0,14.507,2061.619,2854.728,0.074,6,0.916,289.141,84.788,0.809,210.449,168.61,265.36,31.914,
2026-01-10T08:56:03Z,2026-01-10 08:56:03.292,randomized_bot,bot,1920,1080,Asia/Calcutta,4g,Win32,en-US,16 GB,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",No,Yes,60%,8,No,randomized_fp,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,30,3,10,0,12.19,0.18,2,16.126,1949.771,2614.324,0.086,6,0.935,138.334,86.204,0.606,260.06,59.37,246.55,21.36,
2026-01-10T08:56:22Z,2026-01-10 08:56:22.211,randomized_bot,bot,1920,1080,Asia/Calcutta,4g,Win32,en-US,12 GB,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",No,Yes,unavailable,8,No,randomized_fp,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,20,4,12,3,11.53,0.05,4,12.353,2170.102,2771.867,0.106,7,0.929,149.514,81.699,0.681,152.604,112.46,241.08,19.767,
2026-01-10T08:56:41Z,2026-01-10 08:56:41.295,randomized_bot,bot,1920,1080,Asia/Calcutta,4g,Win32,en-US,8 GB,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",No,Yes,60%,8,No,randomized_fp,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,28,3,8,0,11.6,0.26,1,13.013,2597.037,2969.561,0.144,6,0.935,324.571,74.218,0.82,169.349,144.85,230.57,6.209,
2026-01-10T08:56:59Z,2026-01-10 08:56:59.862,randomized_bot,bot,1920,1080,Asia/Calcutta,4g,Win32,en-US,12 GB,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",No,Yes,60%,8,No,randomized_fp,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,31,1,6,1,10.92,0.05,2,13.663,1916.113,2239.521,0.111,1,0.877,249.043,79.104,0.57,186.668,74.88,342.5,15.275,
2026-01-10T08:57:20Z,2026-01-10 08:57:20.323,randomized_bot,bot,1920,1080,Asia/Calcutta,4g,Win32,en-US,8 GB,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",No,Yes,100%,8,No,randomized_fp,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,29,3,12,1,12.96,0.06,1,12.163,2567.501,3174.016,0.091,1,0.932,296.186,78.333,0.855,147.946,57.73,102.52,6.566,
2026-01-10T08:57:45Z,2026-01-10 08:57:45.321,randomized_bot,bot,1920,1080,Asia/Calcutta,4g,Win32,en-US,12 GB,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",No,Yes,100%,8,No,randomized_fp,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,12,5,12,3,17.4,0.18,2,16.129,1803.225,2539.117,0.092,2,0.931,207.273,88.078,0.818,260.158,110.43,85.24,10.775,
2026-01-10T08:58:02Z,2026-01-10 08:58:02.289,randomized_bot,bot,1920,1080,Asia/Calcutta,4g,Win32,en-US,16 GB,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",No,Yes,85%,8,No,randomized_fp,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,19,5,7,1,9.51,0.19,0,14.105,2552.109,3401.84,0.144,2,0.947,306.011,83.06,0.878,198.961,167.89,130.9,17.438,
2026-01-10T08:58:24Z,2026-01-10 08:58:24.258,randomized_bot,bot,1920,1080,Asia/Calcutta,4g,Win32,en-US,12 GB,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",No,Yes,100%,8,No,randomized_fp,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,23,3,8,3,14.55,0.35,2,10.0,2192.127,2643.764,0.135,6,0.946,348.92,75.808,0.644,56.242,118.92,69.44,28.116,
2026-01-10T08:58:44Z,2026-01-10 08:58:44.595,randomized_bot,bot,1920,1080,Asia/Calcutta,4g,Win32,en-US,12 GB,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",No,Yes,100%,8,No,randomized_fp,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,32,3,12,1,12.93,0.24,2,10.0,2375.319,3057.626,0.072,2,0.936,120.781,77.002,0.866,92.625,26.06,235.7,28.086,
2026-01-10T08:59:06Z,2026-01-10 08:59:06.277,randomized_bot,bot,1920,1080,Asia/Calcutta,4g,Win32,en-US,12 GB,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",No,Yes,85%,8,No,randomized_fp,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,17,4,10,3,14.17,0.32,2,10.0,2456.702,3278.406,0.084,4,0.934,300.486,73.233,0.589,30.984,60.39,271.22,23.215,
2026-01-10T08:59:23Z,2026-01-10 08:59:23.720,randomized_bot,bot,1920,1080,Asia/Calcutta,4g,Win32,en-US,16 GB,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",No,Yes,60%,8,No,randomized_fp,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,24,3,12,4,9.92,0.06,1,14.576,1880.35,2759.358,0.132,2,0.941,270.895,83.927,0.655,212.47,28.77,102.08,5.344,
2026-01-10T08:59:40Z,2026-01-10 08:59:40.894,randomized_bot,bot,1920,1080,Asia/Calcutta,4g,Win32,en-US,8 GB,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",No,Yes,60%,8,No,randomized_fp,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,27,3,12,3,9.5,0.06,4,19.609,2509.272,3353.253,0.076,2,0.86,173.989,84.289,0.564,384.506,189.36,159.37,29.023,
2026-01-10T08:59:58Z,2026-01-10 08:59:58.241,randomized_bot,bot,1920,1080,Asia/Calcutta,4g,Win32,en-US,12 GB,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",No,Yes,100%,8,No,randomized_fp,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,29,5,8,3,9.94,0.16,0,10.0,1888.588,2460.598,0.139,2,0.927,357.067,72.706,0.851,82.664,47.11,40.33,25.857,
2026-01-10T09:00:18Z,2026-01-10 09:00:18.691,randomized_bot,bot,1920,1080,Asia/Calcutta,4g,Win32,en-US,16 GB,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",No,Yes,60%,8,No,randomized_fp,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,33,6,12,2,12.81,0.18,2,16.104,2524.132,2825.486,0.124,2,0.871,311.07,82.774,0.563,259.35,203.15,101.5,20.655,
2026-01-10T09:00:36Z,2026-01-10 09:00:36.856,randomized_bot,bot,1920,1080,Asia/Calcutta,4g,Win32,en-US,16 GB,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",No,Yes,unavailable,8,No,randomized_fp,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,21,2,10,4,10.43,0.15,2,10.0,2159.737,2983.939,0.071,1,0.926,286.246,77.54,0.59,53.086,119.35,320.34,9.254,
2026-01-10T09:00:53Z,2026-01-10 09:00:53.741,randomized_bot,bot,1920,1080,Asia/Calcutta,4g,Win32,en-US,8 GB,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",No,Yes,60%,8,No,randomized_fp,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,17,4,12,3,9.63,0.06,1,10.0,2340.053,2972.677,0.143,5,0.868,397.982,77.641,0.877,95.575,42.22,258.86,6.593,
2026-01-10T09:01:14Z,2026-01-10 09:01:14.223,randomized_bot,bot,1920,1080,Asia/Calcutta,4g,Win32,en-US,16 GB,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",No,Yes,unavailable,8,No,randomized_fp,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,23,5,7,2,12.73,0.1,4,17.972,1864.672,2257.701,0.103,4,0.948,266.233,83.504,0.691,323.002,212.81,203.77,19.002,
2026-01-10T09:01:32Z,2026-01-10 09:01:32.922,randomized_bot,bot,1920,1080,Asia/Calcutta,4g,Win32,en-US,12 GB,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",No,Yes,85%,8,No,randomized_fp,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,12,1,6,4,11.13,0.14,1,16.598,2095.946,2674.252,0.142,4,0.87,327.243,79.882,0.556,275.48,165.67,345.18,33.196,
2026-01-10T09:01:56Z,2026-01-10 09:01:56.523,randomized_bot,bot,1920,1080,Asia/Calcutta,4g,Win32,en-US,8 GB,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",No,Yes,unavailable,8,No,randomized_fp,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,14,6,7,3,15.86,0.19,0,16.074,2223.192,2908.211,0.129,7,0.935,259.989,80.105,0.894,258.374,83.98,165.47,8.299,
2026-01-10T09:02:15Z,2026-01-10 09:02:15.829,randomized_bot,bot,1920,1080,Asia/Calcutta,4g,Win32,en-US,12 GB,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",No,Yes,unavailable,8,No,randomized_fp,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,17,2,11,1,11.84,0.35,3,19.308,2397.315,3269.323,0.115,2,0.898,138.127,82.945,0.636,372.811,125.57,112.54,29.41,
2026-01-10T09:02:41Z,2026-01-10 09:02:41.107,randomized_bot,bot,1920,1080,Asia/Calcutta,4g,Win32,en-US,8 GB,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",No,Yes,60%,8,No,randomized_fp,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,10,4,9,2,17.8,0.08,4,10.0,2576.396,2968.161,0.137,3,0.909,257.794,73.404,0.75,32.345,192.42,87.2,31.128,
2026-01-10T09:03:01Z,2026-01-10 09:03:01.392,randomized_bot,bot,1920,1080,Asia/Calcutta,4g,Win32,en-US,16 GB,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",No,Yes,85%,8,No,randomized_fp,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,23,2,6,4,12.7,0.14,4,12.573,2381.999,3158.21,0.141,4,0.917,165.227,84.409,0.727,158.092,135.9,55.55,31.614,
2026-01-10T09:03:24Z,2026-01-10 09:03:24.547,randomized_bot,bot,1920,1080,Asia/Calcutta,4g,Win32,en-US,12 GB,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",No,Yes,unavailable,8,No,randomized_fp,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,23,1,9,1,15.62,0.3,2,10.0,2425.915,3221.39,0.114,3,0.949,316.414,76.69,0.862,30.731,217.48,234.81,31.896,
2026-01-10T09:03:44Z,2026-01-10 09:03:44.975,randomized_bot,bot,1920,1080,Asia/Calcutta,4g,Win32,en-US,8 GB,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",No,Yes,100%,8,No,randomized_fp,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,25,2,12,0,13.17,0.3,3,12.004,2120.177,2901.43,0.144,6,0.931,91.622,81.578,0.658,144.088,32.24,226.01,11.012,
2026-01-10T09:04:04Z,2026-01-10 09:04:04.297,randomized_bot,bot,1920,1080,Asia/Calcutta,4g,Win32,en-US,12 GB,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",No,Yes,85%,8,No,randomized_fp,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,22,3,6,4,11.83,0.14,4,10.0,2247.776,3019.748,0.097,3,0.919,124.283,77.22,0.6,10.083,205.91,269.09,25.491,
2026-01-10T09:04:21Z,2026-01-10 09:04:21.267,randomized_bot,bot,1920,1080,Asia/Calcutta,4g,Win32,en-US,16 GB,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",No,Yes,85%,8,No,randomized_fp,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,9,3,12,1,9.56,0.29,2,10.0,2181.017,2973.578,0.141,3,0.92,139.548,77.767,0.558,34.178,141.44,100.53,11.875,
