mouseMoves,scrollEvents,keyboardEvents,clicks,timeOnPage,idleTime,typingVariance,avgMouseSpeed,directionChanges,straightness,avgKeyInterval,burstRatio,scrollVelocity,label
685,57,12,6,161,12,589,1.326206778849679,175,0.3157120534905355,180,0.15758177040424945,0.17128144220265465,bot
500,94,27,4,145,15,1004,2.60765586321068,173,0.4345793551683722,410,0.647589767760886,0.2788852968716843,bot
736,134,42,19,296,19,1845,1.5295052713094663,226,0.1715140212495509,638,0.31543405558649024,0.34400209418937766,human
536,40,19,6,241,0,660,1.8467388605305792,180,0.5525896504240966,102,0.20958776768211823,0.2802275982432435,bot
596,51,26,6,265,12,1476,2.4941063293155246,156,0.2511674279924595,611,0.6800472293407817,0.2708311940297348,human
652,112,55,11,164,12,951,1.3877581037693418,92,0.1596215587861605,321,0.5678027088710718,0.3646449219074262,human
681,128,52,19,345,14,1893,0.8025480018467347,203,0.11748409284701103,510,0.5093907716585139,0.5165421658482106,bot
516,94,37,11,200,25,754,1.1820239769920404,132,0.07285350394730787,245,0.6637641105795675,0.24799548090189627,human
758,79,55,3,275,9,1030,2.887853276197759,116,0.4968330243616312,198,0.2772114437231047,0.45808739468903903,bot
484,96,20,15,155,21,1362,1.4292159074795863,125,0.5128446484521563,550,0.4086863493254179,0.19994134690203574,bot
489,114,15,7,195,4,239,1.4670599247352643,69,0.35247487406890454,519,0.618629046289036,0.4116483449636229,human
514,111,51,9,319,21,817,0.8524904279730257,146,0.07590880306305707,353,0.71478423765819,0.1452017742354762,human
587,104,67,10,350,14,1897,1.3493394443672693,88,0.28580857418085376,445,0.5931301614154125,0.35931096151781594,human
669,116,55,10,316,24,422,1.3213083777193615,134,0.45346492386360204,371,0.504511652043825,0.3362882738443307,bot
598,97,49,6,171,10,1563,1.9411997365509273,111,0.31901015733532034,600,0.5219745810527098,0.17342586071649496,human
885,84,28,6,226,19,899,2.875321267897978,105,0.49448708621720655,523,0.399268574437027,0.1762098116106158,bot
598,54,39,4,76,12,477,1.5902185522476178,180,0.24839895303100265,199,0.13671338757239343,0.360095824013384,bot
792,110,29,14,135,11,1603,1.9338926299220647,174,0.17441945545334558,530,0.42218245997988213,0.20018544136915484,human
347,89,29,3,122,1,990,1.9003730073353686,151,0.36613035905117564,345,0.19265725982239051,0.46831157446977933,bot
594,66,40,16,280,6,361,2.5985745524932913,197,0.32945766724397824,321,0.20144396929883285,0.49666558555135076,human
913,76,39,10,358,19,736,1.6573887139034196,103,0.28163760950576333,524,0.4459972028857798,0.27702828827664705,bot
854,122,20,6,197,23,1531,1.8148768476239852,190,0.3061081536874365,594,0.5704307898024019,0.18581873152506176,bot
891,81,58,12,141,5,984,2.1768415245365373,79,0.2962553766761291,253,0.4725821837563725,0.4961127420472745,bot
854,110,25,15,301,17,1795,2.5531019525943943,158,0.053266213622678284,392,0.5610844934870396,0.40093849127512704,bot
722,60,23,3,276,13,640,1.618191777868367,194,0.48577346245447856,212,0.4052328307418378,0.2246993153267706,bot
474,82,54,9,270,24,1421,2.125141043381152,42,0.5373004005285246,480,0.4784812062922651,0.14157821613203705,bot
423,55,11,12,63,5,1150,2.0001515835973356,116,0.5000582856768704,391,0.5597420622613815,0.1727187525048408,bot
915,57,49,6,171,11,1215,0.7844426050165938,147,0.15220122173507836,509,0.4118674495209444,0.38279317384038775,bot
614,64,57,3,201,4,1047,1.4314597985003923,96,0.3881685400487757,426,0.6695361300562688,0.18494629290999495,bot
655,50,42,11,276,12,1104,2.5926995796476797,220,0.27811526389391183,570,0.6657211289518778,0.4298035208700219,human
817,89,39,6,256,23,1426,1.4681936193175416,86,0.24547575161700086,557,0.5465418647867488,0.14982416790095063,bot
783,110,23,15,206,16,1806,1.4577632837041108,111,0.11643880787545953,467,0.5735572917570501,0.4536021372322726,human
598,90,37,13,102,9,1845,2.12797537538255,125,0.12465240683491727,634,0.527685741065442,0.3021708865724724,human
804,111,49,4,195,9,1172,1.7933377604082643,221,0.13280197235578056,640,0.7459896698047271,0.19524992367674068,human
708,62,67,17,207,14,1554,2.4977550985833963,182,0.195858662030227,420,0.6261541387312737,0.34719500397750874,human
453,112,10,3,187,21,471,2.4596759838126747,80,0.5899084455892996,179,0.4110181832424905,0.307836870488458,bot
708,41,42,17,132,0,1023,2.8891571925267865,195,0.23773410356519156,163,0.5084157883309534,0.1515476455050087,bot
641,114,45,18,188,11,1163,2.4680056085806354,183,0.2690322507683666,308,0.5218845194044083,0.24889987764323013,human
535,82,38,17,183,14,1636,0.7541880471934316,82,0.2097318171875197,614,0.6312369649516885,0.2023806336370018,human
875,59,59,16,229,3,839,2.5915965100140506,155,0.5075970120968942,400,0.5473850737989865,0.4095227438201202,bot
371,117,25,8,150,1,638,1.6912534260480974,123,0.25307343873732,225,0.2732224292798538,0.42754420647884706,bot
813,118,35,9,76,14,727,2.6778896477026355,170,0.5363815578541086,585,0.31207429611464527,0.4541639667298132,bot
906,84,49,15,184,8,740,0.7322890742155485,202,0.15688856270898932,262,0.6075746195098701,0.39382872129937685,bot
731,82,67,5,338,10,1633,2.429895428966219,104,0.21796340906152584,290,0.6139388421720585,0.46655342802628974,human
546,41,57,4,254,3,438,1.8397803305621938,160,0.38511567937966684,119,0.5012417704811382,0.23033078975322074,bot
581,108,14,10,196,12,818,1.5816766739691004,127,0.31528091160956956,224,0.3113400407089506,0.34469171619259914,bot
528,53,56,4,229,4,876,1.0711226325327612,168,0.5730881910158294,510,0.5169453521729569,0.21351190484465365,bot
662,57,40,12,151,24,1378,1.3080942419581625,93,0.15508445325822406,635,0.7313436735974392,0.48732868907919186,human
480,59,54,16,321,12,837,1.9512269797731043,201,0.28879455438553386,274,0.5761218514068562,0.17632793272756841,human
883,70,33,9,197,27,1203,2.3256866757341665,208,0.13716474514784663,389,0.37992891875484097,0.20525868913672396,bot
845,50,66,7,218,13,1709,1.1001087518943387,183,0.26345018446591206,495,0.49104869379307103,0.16956609658185984,human
712,124,59,10,123,13,1494,2.2035894607048023,199,0.18169486590948664,556,0.6945928695722201,0.30165112426155505,human
619,116,17,7,111,0,940,2.785273632944128,151,0.5511349852642782,543,0.22574208264150533,0.4627682200070239,bot
413,70,34,13,83,2,817,2.1338590401218567,57,0.5310517271328321,203,0.4612957235998689,0.22371679073680428,bot
557,132,19,16,243,18,1348,1.1796301942536394,81,0.2355346864588994,646,0.5302548489520498,0.35816652895877943,human
744,54,62,5,119,20,1841,0.7235437815642214,148,0.14549159508664106,373,0.4799044863940118,0.45360470673056896,human
813,82,34,13,295,12,1260,2.0278075919249745,108,0.258599573247124,413,0.24678438452980317,0.4730484102853655,bot
553,116,59,9,298,15,1305,0.8488166566052302,164,0.15798686041638463,547,0.592270461347659,0.37842149207197034,human
866,123,52,18,127,5,1790,0.964212339008466,210,0.30189988811311147,533,0.32931052564978247,0.3180296244290512,human
891,75,22,7,73,12,949,2.6245567333283386,195,0.510662176894922,594,0.3203633374309062,0.2633547673070814,bot
483,103,35,17,241,15,742,1.6010470658553495,102,0.12026048567954406,329,0.36434984797036485,0.49888951768484263,human
595,76,18,15,212,15,1267,2.167077718967371,134,0.3606392438831466,516,0.5605264279992404,0.2504955740451885,bot
583,98,45,15,115,9,597,1.2941790366596,67,0.4153778325744827,342,0.541836712391685,0.38256380558722625,bot
798,100,34,18,126,24,1030,2.562566830773792,112,0.3033262454371156,636,0.5148594617822062,0.20326784762173689,human
522,92,28,3,123,12,1480,2.628857469579062,116,0.5717964768176871,325,0.4880360705618574,0.31152543353387907,bot
840,120,31,17,232,7,1432,1.2975833871973,184,0.2730926704628969,429,0.32686990719437575,0.5470740077774565,human
707,43,56,17,60,18,1025,2.012935941676938,116,0.33475447706525363,373,0.4972263483461866,0.30571415746188346,bot
584,85,53,8,344,11,1876,2.021469905270722,220,0.09834113438170584,383,0.45410532838348583,0.46662993327843344,human
477,38,13,9,252,15,1280,1.0883287772479533,45,0.5773104403078553,162,0.601254383607921,0.4665785745544976,bot
629,105,38,8,335,10,1580,0.9133312510942413,134,0.221801721391145,575,0.36534525902160175,0.2596804721690891,human
698,71,59,16,229,15,687,2.6681505301154154,41,0.23561262999924149,320,0.5969544320743139,0.4249681852866666,bot
585,127,53,9,292,13,1366,1.771171403446945,217,0.17229187505483232,346,0.5652393627931951,0.46129139688049203,human
889,84,18,17,304,3,1418,2.9869445525152574,128,0.22006261628634488,597,0.1593540884478033,0.4194316514050639,bot
388,68,58,14,193,23,604,2.0069913420001555,151,0.4682057628477879,372,0.5337772777388146,0.3210728878022734,bot
882,124,49,15,219,15,1055,1.0215930959876869,98,0.12236648340008334,285,0.5128099260097467,0.4551222930956208,human
633,80,65,8,117,8,1095,0.7947426953389398,125,0.12755957761680828,340,0.5040373037809206,0.5456047774936179,human
762,82,16,14,153,9,602,2.7296095018252005,152,0.5324373845559325,129,0.27862860072951157,0.44023849712049057,bot
476,52,12,8,311,20,1303,1.049005535795256,184,0.3503410543279649,541,0.4660070454240576,0.25439680288803934,bot
845,47,44,7,270,21,962,2.8270064362106133,78,0.5378010511593934,407,0.668947972423195,0.3895667626803141,bot
671,116,15,5,182,13,357,1.0925404255399997,104,0.5014583922396701,103,0.30096206854676627,0.19134148501974957,bot
537,116,51,15,241,18,1378,1.4457797637699226,174,0.5703474763547078,459,0.15519641792911248,0.29664906151506015,bot
614,85,31,13,325,19,1237,2.0788890697898355,97,0.2191247048693853,327,0.4832367823586341,0.2710644832061818,human
517,40,13,8,92,1,806,2.2878524399811737,67,0.42767987349232117,431,0.605626398667206,0.47873950822946576,bot
949,122,51,6,317,26,1838,1.8355960432528342,176,0.13945330966731675,548,0.6131525931585204,0.3602734315213689,bot
879,103,49,9,225,11,1572,1.865702979910789,99,0.05027602089050096,251,0.728621085195446,0.4823375152872862,human
660,106,48,11,123,21,708,2.4306494891274872,62,0.523372221322509,180,0.1151866471878193,0.16756208605862916,bot
772,126,43,4,289,17,1889,1.7773234182983273,208,0.05076738148927256,528,0.7216271642589129,0.2946733141434351,human
357,101,36,12,227,8,1305,2.950857523331278,60,0.5620626402464928,451,0.10384085311437818,0.38776595191607954,bot
669,74,35,12,263,20,975,0.9765682706843848,181,0.058905696322742694,371,0.7303558199655404,0.46801653258494164,human
415,31,12,15,311,19,1092,2.9260359936152125,77,0.4574480763042958,265,0.30546910251361414,0.14920663439335208,bot
855,50,62,8,172,5,1061,2.528494101263604,192,0.27152663441743047,318,0.6702421093645494,0.35251280844632765,human
708,43,38,7,120,23,980,1.3797695652736026,86,0.23139495115201736,174,0.2497273347655096,0.37834599164249105,bot
783,91,49,15,189,3,1075,2.290779775338934,113,0.33320444773682906,274,0.17309476354629844,0.24203334806757987,bot
545,42,59,3,213,20,1280,2.2507734236786887,176,0.28819285003196515,185,0.4543329349266352,0.44226836734211394,bot
886,65,12,15,259,20,764,1.7198017794040998,104,0.5743671216353754,321,0.36751455674651046,0.22278307300300143,bot
466,71,16,16,264,2,1394,1.681991445511285,146,0.23643888377492817,335,0.14888953710782096,0.15657917829826282,bot
625,67,68,17,339,6,1475,0.7716256773382203,145,0.1804726604863675,345,0.5530932183530644,0.2545725760007501,bot
809,60,39,4,217,0,822,1.681005744005186,186,0.41177736733047243,515,0.35827922637988663,0.17736250619062444,bot
328,70,38,14,159,18,1200,2.9978803965781613,133,0.5068576638225204,420,0.39591592551780863,0.1286074943124863,human
956,106,30,18,104,15,845,1.1024164847748552,90,0.23256248003243024,532,0.7493523629635328,0.15017505669251116,human
601,88,20,7,293,23,1107,0.8513460977686852,91,0.10329900810724649,488,0.7226671030101857,0.14079208485951714,human
430,43,14,3,226,0,1315,1.308769580455169,117,0.3336245961268444,145,0.3806888860280796,0.27868920493495414,bot
446,97,19,8,81,11,1417,2.133913227079397,147,0.34919203317584097,483,0.504498321380554,0.4028647395288386,bot
489,41,12,15,102,23,1055,2.6319009961304545,152,0.5155077388317224,218,0.2361556192057471,0.23002394437633045,bot
801,38,45,8,217,18,880,2.302508371819476,123,0.28751020619618317,462,0.35123555754513547,0.25597102469385424,bot
634,95,51,18,265,15,1173,0.722234990940696,108,0.28274380886614287,567,0.43973830620390253,0.2877883487137682,human
821,128,65,7,351,13,1192,1.1948269435046548,152,0.05409487794494338,404,0.5694914897520786,0.4531100711843883,human
697,91,23,9,296,23,213,1.2349229661496468,109,0.43425272001156967,412,0.5755286733119666,0.49080515651460377,human
496,71,54,10,185,10,584,2.67582899472094,40,0.3205996495979594,336,0.619891926082295,0.17445251147053142,bot
383,110,10,15,167,18,608,2.4726093840787247,161,0.30466123485128177,437,0.45253588867493955,0.1336032939506814,bot
716,51,33,3,198,10,1121,2.5400687847133865,77,0.39674752869386865,204,0.6431867556225117,0.1456340313459665,human
721,61,50,8,199,24,668,2.4797413414090497,96,0.2658951917765874,599,0.1816959325143801,0.48755996176086536,bot
600,91,37,4,164,4,538,1.7033121116903591,56,0.5536681679571259,481,0.6226681413500236,0.44233180747662004,bot
726,125,39,14,185,18,1540,2.099647796915702,152,0.20372050447954537,565,0.6414481030142722,0.3700590941329748,human
612,50,32,6,261,10,338,1.1763943842311804,104,0.41653214370123814,204,0.10018867117230797,0.379641143568354,bot
689,95,41,12,64,10,529,1.611989710861862,131,0.360836906096553,159,0.1783359820358948,0.1423384447890016,bot
725,34,56,13,285,14,287,2.5911381823229,180,0.47708250138616526,348,0.3586179298451665,0.12242812930495206,human
337,45,33,14,310,22,1086,2.337644012187786,113,0.41605802499364164,316,0.2994475185900606,0.2889006780071601,bot
492,85,19,5,174,5,894,2.206715502332823,172,0.3025088087461363,625,0.4060398177396398,0.5067545271334988,human
466,71,57,9,87,19,707,2.3335924839323923,129,0.402431304047134,284,0.4092501773296332,0.4405789800391927,bot
828,37,11,10,309,0,638,2.445391938547364,138,0.5191199506379072,307,0.6929242039596576,0.10421513856845409,bot
537,33,23,16,130,15,917,2.502970392473324,130,0.264760460343985,156,0.2506442384390638,0.2168083309953036,bot
466,50,46,4,111,4,1398,2.1839021667177825,140,0.5777983045388719,494,0.31616283116190946,0.36848876551333176,bot
468,41,54,10,147,0,865,2.924351848183207,198,0.4441348843948755,136,0.516213958492733,0.3655813279926424,bot
613,102,38,17,296,13,866,2.534518105285313,198,0.5092520392781376,519,0.5056282903556049,0.17889375467554675,bot
738,50,22,8,143,19,1376,2.3791931814305087,173,0.21126399955619207,480,0.3782528621487693,0.30245922775009015,human
496,55,19,3,113,5,224,2.234444737266857,104,0.2684486489018487,277,0.4448402967817733,0.3880707709579265,bot
485,71,44,8,235,11,1187,2.6209426783454566,183,0.2051155577008355,591,0.4507690624225944,0.3076614219873817,bot
770,103,42,17,289,12,1285,1.0261895891257447,199,0.27240547289431305,234,0.39913842525695054,0.3982372232281425,bot
461,111,33,16,110,18,450,1.613331175219854,157,0.4899285679534036,418,0.5697275897132574,0.18887997483745844,bot
807,113,39,15,117,16,1194,1.0762625583782337,90,0.08874738284733175,582,0.4573011506299628,0.524157269677883,bot
857,79,19,3,196,12,388,1.1071202344966982,69,0.4084703153117689,282,0.5026969236701377,0.1335398122779942,bot
736,63,40,13,187,23,1413,2.232885253469899,80,0.27266410872501357,589,0.5621707833385652,0.4023995504746668,human
723,74,31,9,176,15,1295,2.377926872682073,86,0.14558530226864302,292,0.7402212686995446,0.49838255638714646,human
812,129,62,8,136,9,1707,1.7138867166805734,116,0.2652168129081832,266,0.7064447278307106,0.3567561116848442,human
978,57,55,4,262,13,1128,1.5788350685581962,204,0.14385950638852846,649,0.6216968745701725,0.4524046663262315,human
794,79,35,14,210,9,374,2.8658185196584354,94,0.5676410805112395,599,0.2979115460754817,0.19438545038397198,bot
777,117,50,3,168,17,1435,2.3922522478537913,52,0.242255896149552,551,0.3392485259830572,0.4666533689475759,bot
775,110,26,14,205,15,1392,2.481137005076142,228,0.18818464845436306,275,0.35683946697992475,0.2814254428129143,human
422,76,25,13,65,13,414,2.8768693868461233,186,0.25374227699913854,484,0.31353816239298515,0.2662201543016498,bot
358,56,28,8,138,12,443,1.655709363243001,126,0.5679895069140276,232,0.20726403276878216,0.45997954969522425,bot
799,57,47,13,159,7,1173,2.034216255736731,139,0.13809972172668178,247,0.5662421973862137,0.37176720516023126,human
600,84,42,16,140,8,215,1.2257186107048894,197,0.3429396556675148,459,0.5226837820091292,0.47250830084893936,bot
962,57,51,11,353,23,1426,0.7942641996576704,198,0.2528529698260877,537,0.7099794881732417,0.3033819226519656,human
897,125,49,5,242,15,1352,0.9084512208341231,228,0.18817408964043714,460,0.5582886197107395,0.5092369515308975,human
320,116,46,7,160,20,852,1.117712969535359,72,0.2804004903045198,334,0.5225994591338214,0.23224682603263608,bot
488,54,20,15,250,20,568,1.622247949583633,193,0.3613847879627562,370,0.12357376107598567,0.3076405888800445,bot
578,86,49,12,276,7,480,2.528342053309187,110,0.21014328443074112,459,0.4887543211356393,0.18007968666020524,bot
763,46,35,14,238,27,1552,2.323616880573191,200,0.29881018193110376,635,0.687159006376663,0.22140148315943653,bot
447,76,57,15,293,23,527,1.9665813955104603,78,0.5511986063280814,471,0.3747265055000605,0.394319744846372,bot
721,76,29,14,286,19,1016,2.9116239351477806,89,0.24939289358784597,476,0.15520995072440286,0.4860867906642634,bot
555,106,24,12,196,18,239,1.1444388280226485,148,0.39359880917435863,456,0.5610067235562514,0.34321475252746203,bot
300,76,54,17,304,17,1249,2.7275849764060234,102,0.5984764622163898,142,0.6356776165422502,0.41994889333133845,bot
782,65,22,13,148,22,1043,1.494666402870416,149,0.3388663276733453,339,0.2343587176241279,0.33281100928185214,bot
803,88,54,4,312,10,1043,0.8941274137676034,208,0.0836147025323459,291,0.5892522101336736,0.42838608108785653,human
531,53,52,4,328,14,951,1.0438611974513907,111,0.17157546037342603,338,0.42059840195791365,0.3012025829509162,human
504,73,11,3,93,5,243,1.433417190191419,118,0.4220973352254797,461,0.23958292745977955,0.16177974647408588,bot
956,119,50,13,182,11,1045,0.719217420155588,129,0.25948551817691423,301,0.7357886087251835,0.3616265969094589,human
521,131,46,4,253,14,1641,1.500279410796792,95,0.13540581599288032,533,0.4907268681992619,0.4130685396737279,human
428,54,37,13,307,15,1291,2.5928703551263714,182,0.576109670529807,244,0.15895310726322537,0.1049138687043818,bot
943,89,64,11,244,25,1888,1.2443871429615336,147,0.3192542329739727,451,0.39730215410750086,0.4233968418484816,human
372,103,15,3,138,0,1471,2.476198754615552,180,0.46392686858263765,346,0.2658767411286133,0.20796811418596134,bot
844,72,58,16,77,11,599,2.3803001325711897,146,0.5728957105404553,434,0.36607597159928795,0.30336291575228,bot
617,68,50,14,191,23,625,2.8767407426960565,129,0.5542369349128129,346,0.2645383801427434,0.26730391863538716,human
493,45,34,12,194,7,796,1.619214103507313,192,0.17515888282903752,383,0.6611953098684988,0.24125581911149563,bot
597,106,67,8,258,10,1209,0.7125213093764547,135,0.08316419420831922,478,0.38056496010200513,0.439272641466979,human
614,40,41,10,219,9,893,1.815502273979734,135,0.4408274493822335,449,0.45757638070705653,0.2170251559437161,bot
720,86,23,7,312,8,1437,1.8141424017140872,162,0.2774528968840973,539,0.3552399122687929,0.1447557371939094,bot
681,73,63,18,301,26,1827,2.5975741836216564,176,0.26508098518013523,420,0.509058555168114,0.20238999360638316,human
689,100,63,18,345,19,750,1.2782987885161468,76,0.1482874166879329,587,0.6121279370022954,0.5221619698374609,bot
724,102,36,3,292,13,984,2.031273656872201,54,0.4097278545955829,540,0.6447705958297842,0.23707013951242342,bot
553,105,48,14,101,18,681,1.7519878837249234,135,0.14512339873647814,319,0.3224014506853697,0.25008503124097314,human
946,51,57,16,276,22,1249,1.045471292858188,129,0.26565023493751255,421,0.5375297601931427,0.25285572442216975,human
702,80,11,17,69,4,670,2.324237525258961,104,0.4281343575263905,141,0.15446805198714192,0.43665985028369425,bot
884,59,56,13,278,8,1313,2.402507706246171,203,0.05496841976364875,293,0.3242490817922238,0.5426570301849581,human
381,50,17,5,300,3,1195,1.2725663782280026,155,0.5199394569348603,433,0.1655468213426769,0.19193365246381522,human
515,119,27,17,224,23,921,1.1944077538743672,119,0.2114161250345828,517,0.5426411194828169,0.3277328098946659,human
516,128,29,7,173,8,1767,2.0798288389183925,112,0.19335480738953847,442,0.6809032651444717,0.4167179286128439,human
729,73,11,8,307,4,1194,2.033650440048039,95,0.5823219107450046,358,0.6032837657888008,0.4355724110553919,bot
735,97,57,11,308,8,1162,1.8675930402820553,105,0.17612513854614043,514,0.37121680191464385,0.19055472429109796,human
869,97,14,4,267,7,1156,1.8688060852731532,94,0.3681491236349128,205,0.17911228105399857,0.46532410086837994,bot
969,48,61,5,113,27,1699,1.5588542895829023,145,0.2687187132218915,251,0.5027805412986761,0.3137988983187693,human
889,68,22,13,191,14,820,0.8056523769549018,106,0.17867880830830135,569,0.3578482190372022,0.2984824919013733,human
598,114,56,4,287,13,1636,1.8273513841348106,208,0.2795375650004318,454,0.7341482636529466,0.4105408116413149,human
884,104,30,4,154,19,687,0.795865584178235,133,0.28787110289997114,596,0.39352072865647614,0.346668732696854,human
541,64,51,9,190,0,237,2.462280079506699,152,0.3731186134049188,444,0.37786195868858574,0.14646151162646454,bot
733,59,19,16,204,16,1481,1.8731792210351206,143,0.08336457246186244,414,0.6185463128564409,0.4466486970376811,human
858,53,50,4,244,7,834,1.6852721731021352,116,0.3999885944788153,108,0.5501555236832051,0.4629054622123421,bot
531,68,28,9,60,10,304,1.8259268868972123,40,0.44474320008864476,222,0.24299149131965952,0.2523208421590406,bot
665,72,21,13,268,17,1691,0.9304789386738108,83,0.22238324115359798,383,0.47871862497431417,0.3855859371587209,human
828,120,52,7,165,22,1517,0.8024416992005632,146,0.23592187058238373,316,0.30882153940284907,0.2335159850223695,human
477,103,11,3,83,24,794,1.0956584904517055,75,0.40876477211073303,418,0.3772890631971425,0.4823115064715424,bot
767,89,29,16,192,16,1604,1.6563103925662368,113,0.277533396796161,247,0.4312298502153501,0.47186324045537764,human
926,58,36,5,213,6,1722,1.0086744062899828,192,0.30796182448144604,592,0.3875098550959625,0.4474960771780985,human
579,77,41,10,245,9,656,0.9709288737556265,130,0.2557148414357522,286,0.3695068862504957,0.1504335815613579,human
589,81,57,8,277,20,1519,1.116172887119911,93,0.21651708255135954,564,0.4758161478096492,0.4540927996384707,human
770,120,47,8,294,19,1599,2.253861939775762,127,0.30229345854747874,308,0.5047305958774817,0.4489249982330571,human
864,47,40,11,96,7,267,1.805493014776446,56,0.575044872311264,147,0.46791721681632414,0.45444998231041367,bot
754,57,31,19,202,26,1565,0.8957267503622963,200,0.25538080230524,573,0.6795703900173047,0.3112726523419427,human
816,95,20,6,252,12,777,2.3082407306760353,115,0.25839545979641454,441,0.6786260345291093,0.21159713900010818,bot
429,37,59,17,156,9,729,1.4049784782354056,136,0.5539518145171051,548,0.20589908021291858,0.34661518854830686,bot
820,96,36,4,261,24,313,2.897058320930827,150,0.34527249038077124,331,0.6234037704184264,0.27665088187701525,human
592,103,18,13,186,3,1096,2.5436564529203745,192,0.25651696560163817,282,0.47085503404547213,0.24318403846927839,human
526,39,57,16,185,2,543,1.7289420322867954,156,0.5990900392423841,587,0.6174175196805006,0.11468161179555261,bot
804,107,17,12,265,22,1010,2.4299465351568514,120,0.3426633222341712,439,0.1962312002231707,0.20164332979575683,bot
700,117,17,9,92,18,1344,1.0396213936552323,162,0.4124884983392926,153,0.21564262255065808,0.23328188107108377,bot
366,62,48,6,245,11,1468,1.7257659333755717,120,0.34286785642543116,206,0.6897769244550187,0.3938585107364819,bot
572,61,39,5,259,16,1590,2.426969842805275,103,0.29510724509079655,648,0.689410351997454,0.4048031693119963,human
623,48,42,5,181,18,854,2.599372321933764,227,0.14013735737271418,519,0.5266117998365072,0.21802427521120424,human
628,108,25,15,65,24,214,2.5553127813753864,167,0.4312057025392204,133,0.35957494496448716,0.12061354945920671,bot
844,69,27,6,144,17,1257,1.2478487128099032,78,0.2898581943563413,306,0.36068086313342573,0.2450882124369878,human
582,96,46,18,196,12,1694,0.9964354168406293,149,0.17399720083078413,612,0.570501755284444,0.4303097568963787,human
578,83,35,5,311,22,687,1.350280638580585,56,0.26623820351042504,448,0.5346530111038245,0.377927101208554,bot
845,94,32,13,337,11,1713,1.4645087963726886,173,0.13126090630053788,479,0.36968590833546955,0.29292993258241384,human
609,48,38,10,170,11,974,1.1932462390461092,90,0.15163203988058738,404,0.391908947865793,0.31166500876435055,human
798,110,22,14,356,18,1014,1.8708803709904926,185,0.26371380704006087,308,0.5638728099418042,0.39952533181889155,human
850,84,60,19,178,8,793,2.4427209357701387,151,0.09069774997004698,330,0.7269585206513969,0.2864346117262536,human
831,134,34,19,340,7,1843,1.980671948107418,164,0.2114081636184088,533,0.658047103797649,0.17176801925487822,human
797,108,40,12,346,25,1087,2.025506163382062,137,0.11523855337584378,531,0.7051692100564196,0.22960486922343082,human
821,95,41,13,290,9,1476,1.2956733296284588,133,0.2671885868699707,106,0.10444609862669203,0.14445898194828982,bot
755,49,56,10,238,17,328,2.430814909652991,105,0.21376441836180984,563,0.2754320933885512,0.16748418270277945,bot
747,82,46,6,77,20,1479,1.508391992294299,175,0.3505863619444644,340,0.6081550299841768,0.3007231147460532,bot
867,57,59,18,138,18,1089,2.3276407300319932,129,0.11445296466246717,274,0.6345206242390271,0.47438908749646824,human
715,124,67,4,160,23,704,1.4978243406270884,95,0.11759033220836175,267,0.6322762366212258,0.45742837884820714,human
560,93,46,10,217,16,1034,2.4374179861283665,66,0.36325832468698704,397,0.47606185352174557,0.42368242986623195,bot
516,66,21,7,331,8,1380,1.0161174151713175,86,0.06818466239656837,633,0.5131082497957898,0.1637473888291073,human
562,95,20,13,290,24,822,2.5293396784406497,137,0.20097989784391818,363,0.6732275991864811,0.25542369135012133,human
636,72,28,12,154,15,786,2.3011526141050545,174,0.294943951821368,546,0.49521783880943826,0.5130766889803008,human
662,48,50,9,200,18,1412,1.4676381954393456,220,0.2736949222789527,358,0.30054162625905806,0.39260041048123545,human
955,69,50,17,234,15,766,2.1656223585684327,134,0.2760466757781025,526,0.5737658658133061,0.34150607611156303,human
844,109,52,10,296,16,636,1.7068605965797659,80,0.30272392022124,372,0.6600515869763295,0.13384327441465624,bot
875,122,35,14,169,24,1433,2.540953460065611,211,0.10946584689877235,600,0.31871818031541127,0.14947537407179481,human
536,119,16,4,229,3,1020,2.604548646089523,65,0.2095966293820248,273,0.4616355672743643,0.47285501073614067,bot
411,63,40,17,85,22,498,2.5296745529077334,167,0.33606141890042934,545,0.3925704747000852,0.3711377990089785,bot
523,91,47,6,86,2,838,2.11463307414032,63,0.21081564598725122,324,0.5157643923412777,0.48672648096780924,bot
381,91,34,4,77,16,1160,1.1536053552065857,158,0.28416968410284593,425,0.5873735469631571,0.27570567753758235,bot
469,106,14,13,170,4,868,2.1794242645279622,40,0.35286113887901827,484,0.6987892522767254,0.38348857577291784,bot
525,31,29,17,200,13,1197,2.735520513970545,52,0.5761295316713652,587,0.4039979699636116,0.38092259077559454,bot
616,74,35,11,194,27,1448,2.3593484844487396,163,0.09823648572301902,349,0.7260452784736001,0.3573898096066075,human
605,113,32,15,266,5,338,2.634336173555684,167,0.22916295588901556,261,0.1366719403344211,0.43445538957434326,bot
733,93,44,4,262,4,957,1.9084384135698242,174,0.2807644688773634,163,0.5801261097255624,0.1378954397210079,bot
545,86,52,8,76,0,1024,2.630582178568134,44,0.2589157467065909,274,0.6239697334861287,0.4731954469259141,bot
623,69,19,5,153,13,655,2.1657623209619707,173,0.14554796486556126,577,0.4860296590210601,0.4381970981700326,bot
561,72,64,19,177,10,1409,2.4149816371707544,163,0.1233110008952532,549,0.7188945903881012,0.3564215086365729,bot
927,130,65,7,153,11,1281,1.833022449507338,120,0.23827492588011695,349,0.32184005282835104,0.44515518511060737,bot
